id,username,name
560463978,MarcinCzapla,Marcin Czapla
1105724050146541568,pardir0,pardiro
56099057,bantczak,Bartlomiej Antczak
20971820,jwdwsq,Javad
459276601,VersionEye,VersionEye
978961077298966528,forklogpl,FORKLOG.PL
348127618,SoftwareHollis,Hollis Tibbetts
996397209980755969,gchatzip90,Georgios Chatzipantelis
1152760001980706817,maciej_wiatr,Maciej Wiatr
19399143,tomhofte,Tom Hofte
3024093682,DanielWojda,Daniel Wojda
200802851,nextplanetcom,NEXT PLANET
481121727,phraseapp,Phrase
1016803756233588736,CoreDumpConf,CoreDumpConf
45089598,untaut,David Stoutamire
199230372,carlpulley,Carl Pulley
1122501708,mgfunnell,Mike Funnell
3284141208,GuptaSrinjay,sandeep gupta
834870626171039744,UnVoxxedHawaii,UnVoxxed Hawaii
859689244910120960,alphieHQ,alphie.io
1487930887,ernovnik1,Никита Ернов
5768872,garyvee,Gary Vaynerchuk
1098385142,Jak_Maj,Jakub Maják
5769022,gtrev,Andrea Nasato
1020790608,krakowscala,KrakówScalaUserGroup
122685408,shustry,Simon Shuster
242223088,Go_Dhruv,Dhruv Goel
2874148979,bartoszbelcik,Bartosz Bełcik
2743077032,AuthorMikeD,Mike Dickenson
14682340,paul_okeeffe,Paul O'Keeffe
469764344,dnppl,dot n pixel
3358066971,m_hadjis,Manu Hadjistratis
66062684,kalimanborges,Káliman
1858603380,relayr_iot,relayr
3174041974,PWSat2,PW-Sat2
7342462,jugtorino,JUG Torino
89655764,kucukil,ilker küçükil
881456769691787269,MarcinDraps,Marcin Draps
108530212,Borry5,BorryS
573573832,ThackerMahesh,Thacker Mahesh D
297274089,shijinkui,时金魁
467143405,andrershov,Andrey Ershov
2865147016,devldz,dev@LDZ
2390756162,ewqda121,erwins Shuadsa
179309435,Designspiration,Designspiration
304614282,AdiPolak,Adi Polak
740297659,tiennv147,Tien Nguyen Van
14683102,stetzer,Mark Stetzer
185601008,MediaClinic,MediaClinic
236981256,paulomiguel010,Paulo Miguel
40897588,j6aer,Josh Baer
1136754650177245185,pozitivetech,pozitive technologies
1286081802,WiktorMarchewka,Wiktor Marchewka
264768786,damian0o,Damian
1579158895,Lyndsey360,Lyndsey Scott
2825915778,DucatiSlovenija,Ducati Slovenija
40555239,konigswagger,Austin Wang
452464067,pkukielka,Piotr Kukielka
2754088440,problemjaeger,Problemjäger.com
747114012,IrisShoor,Iris Shoor
13635102,julia_khimchak,Julia Khimchak
1017326534842109952,KrakowKotlin,Kraków Kotlin User Group
2317881116,Koprowski_it,Daniel Koprowski
14159687,berryg,Berry Groenendijk
101191525,gIukin,Вадим Подлозный
151523180,ChuckMiskyes,Carlo Micieli
3187675197,marina_dultseva,Marina Dultseva
238555219,HugoBrilhante,Hugo Brilhante
38277230,pethie,Petteri Hietavirta
835036992324907009,banga_bharat,Bharat Banga
270536919,papriKam,Anthony Pastor
3254784316,RafalKieras,Rafał Kieraś
16781783,ScalaLondon,Scala
1691790799,ustrugany,s.piotras
2170557218,roarofdarkness,Karolina Sz
2858947443,techspeakdigest,Technically Speaking
224924547,java4people,java4people
134747096,rajeevprasanna,Rajeev Kumar
78124099,daprgio,Giovanni Daprà
2842170472,devtalkpl,DevTalk Podcast
281023657,bartekfi,Bartosz Filipowicz
15209648,dappmom,Angeleen Wilson
775427521,BigDataBang,BigDataBang
324539863,MihaiAlisie,Mihai Alisie
234362384,airbornpl,Jacek Jackowiak
1069619494568566784,NomadHey,HeyNomad
13113292,msciab,Informattico
28317718,dasimcz,D
1319114941,paul_wrc,Paul
1910935212,pijusnav,Pijus Navickas
732607389711499264,HokeChrismhokej,Chris Hoke
1006115142,wojdyga,Aleksander Wojdyga
695192806957178881,zdanowiczkonrad,Konrad Zdanowicz
17832373,PavelKaczor,Paweł Kaczor
16259523,quosco,Constantin Pârțac
731597091995287553,mbojzan,Mateusz Bojzan
1622153706,CiobanIAndrei,Andrei Cioban
5773842,rkulla,Ryan Kulla
202906133,Vlad_Sanchez,Vladimir Sanchez
3108510323,AlexYukh,Oleksandr Yukhymenko
1686641334,LukaszWinklarz,Łukasz Winklarz
250261284,mariacstnz,maria costanzo
872533823287939075,makspiasecki,Maksymilian Piasecki
292466501,Merolster,merolster
584588238,rostnestar,Rostyslav
1963465832,spagop,Serge Pagop
2317360278,kossakowskiluk,Łukasz Kossakowski
3400015006,vadym_boikov,Vadym
15211770,AugustoRuibal,Augusto Ruibal
1535122734,yapstudios,YAP Studios
3289914744,JavaDayKharkiv,Java Day Ukraine
2821201293,Krever01,Wojtek Pituła
2650807746,srikanth6481,Padakanti Srikanth
66592316,ggauravuee,GAURAV GUPTA
2281877445,262905043,HyeJEAN
2298486637,HaskellTips,Haskell Tips
1864376214,ITFlowGroup,ITFlow 
1134567330,przodownikR1,Sławomir Borowiec
281550762,kubusgol,Jakub Gołębiowski
767765513162424320,GrowthHack_IN,Growthhacker.in
77078472,nsakib2020,Nazmus Sakib
2596282328,MarianKowalskiS,Marian Kowalski
2463113240,vireliam,Viliam Elischer
2279612568,malwina_kk,Malwina Kowalczyk
23601328,pawelbrodzinski,Pawel Brodzinski
14688444,dennis__j,dennis
25698588,adietisheim,André Dietisheim
56631606,vpolotskiy,Виталий Полоцкий
3231195465,S_McGonigle,Seamus Mc Gonigle
3042976212,skarthi32,karthick s
1097343570,volodymyr_korna,Volodymyr Korna
16261848,kolec,Lukasz Kolczynski
1528308523,jaskowski26,Domino Jaskowski
83370852,haagenhasle,Hågen Hasle
2952799133,PiotrHryciuk,Piotr Hryciuk
4060619723,eventrixco,eventriXco
1033028342855786496,AhmadAlSaqr1,Ahmad Al Saqr 🇨🇦
432014865,mbrcknl,Matthew Brecknell
2379228428,evelgab,Evelina Gabasova
28321112,karavanets,Sergio Karavanets
19932573,alechartman,Alec Hartman
70264225,gedeh,Hendra Saputra
321398185,Podsiedzik,Michał Podsiedzik
499656106,MKostewicz,Michał Kostewicz
439887288,iBoogoo,Boogoo
1381508570,tignasia,Tomasz Ignasiak
2220369373,waldemar7373,dupa
2509680901,s_ryz,Sandy Ryza
576202297,dinesh_kumar_y,dinesh
17311354,lucastorri,Lucas Torri
365438600,makkyll,Mari
411051678,FilipKotwicki,Filip Kotwicki
109061879,g0pek,gopek
262678298,SASpoland,SAS Poland
884999838,clojuTRE,ClojuTRE
966797246,83Mirek,Mirosław Rossa
456665119,DBerecz,Daniel Berecz
17836135,BrianUkulele,Brian Wernham 💦🧤 wash your hands
2616207511,ZurichScala,Zürich Scala
1452812479,vassilis_krik,Vassilis Krikonis
210774213,MateuszSzewczyk,Mateusz Szewczyk
703080722,IdanKoch,Idan koch
487074117,mad_max0204,Matija Gobec
547891527,MotiejusJ,Motiejus Juodelis
378546508,karen_meep,Karen Cohen
793844054106771456,minimaxjm086,Max Mini
745221380233371648,reactocode,Bojan Šernek
2639801052,violabojan,Viola Bojanowicz
207629091,rexkerr,Rex Kerr
2394958782,KrzyMucha,Mucha
2354064369,AndreasM_DK,Andreas Markussen
83897351,federicosaenz2,Federico Saenz
848833596,CaliaDomenico,Domenico Calia
962604164,foo_bar_camp,FooBarCamp
924331212,midabrowski,Michał Dąbrowski
220736755,qanderson7,Quinton Anderson
94383366,grdnrio,𝙹𝚘𝚎 𝙶𝚊𝚛𝚍𝚒𝚗𝚎𝚛
102247743,sripriyav,Sripriya Venkatesan
4038077781,marek_zarnowski,Marek Żarnowski
561524150,DanSheppard4,DanSheppard
3340774851,themeckert,Mathias Eckert
35663317,till_I_die,Oleg Ievtushok
816291044325261312,harari_yuval,Yuval Noah Harari
883272199662161920,Savek94,Krzysztof Mazur
70790649,andrewiyer,andrew iyer
2922917374,JustynaCieslak,Justyna Cieślak
4121439793,DockerSwarm,Follow Us @Docker
3232247347,ukwksk,Yuki Wakisaka（ひろぽぬす）
2448961098,fox_ddd,Alexander Ryblov
38284887,MarcinWolanski,Marcin Wolanski
4901580389,FinnCoding,Finn
2875207401,yurkov_as,Алексей Юрков
3293404481,LunaBelyi,Luna Belyi
570077849,M__Altaib,Mohamed Altaib
46149631,jakorlowski,Jakub Orłowski
2361405564,relayr_dev,relayr dev
15216778,xbo,Dmitriy Volk
902749014600372224,GimesiSzilvia,Gimesi Szilvia
117977321,harish_sati,harish
25702656,skusunam,Srini Kusunam
4858065226,ScottZoldi,Scott Zoldi
2580033932,Teresa65401070,Teresa
18362766,n8gray,Nathan Gray
3192402548,IBMBizAnalytics,IBM Business Analytics
110113411,szymonmatejczyk,Szymon Matejczyk
3034591959,LipinskMat,Mateusz Lipiński
3078107875,TheRealBitmonk,PizzaRatNetworksLLC
2909811650,hellcat_by,Ivan Zhamoidsin
2890413084,DataStaxEng,DataStax Engineering
123221029,Piggi75,Pierluigi Riti
231224492,marekgrochala,Marek Grochala
18887880,AustinBG,AustinBG
330740614,nickparsons,Nick Parsons 🚀
475018534,MPetlic,Mariusz Petlic
750794040,GeorgeTalksCode,George Wilson
23333099,JarekP,Jarek Piotrowski
991442401,paolascacciante,Paola Scacciante
21509612,saftacatalin,Safta Catalin Mihai
22034008,bmarcin,Marcin Biel
15660362,wardenik,wardenik
14169716,PhilipPlotnikov,Philip Plotnikov
1316501184,ocadaruma,ｵｶﾀﾞ
148911816,nathanluxford,Nathan Luxford
16266985,yurique,Iurii Malchenko
279459662,pborck,borck
326121325,Lifecake,Lifecake
2455254943,JaffarUchiha,Jaffar Uchiha
29374398,vincent_lcy,Lau Chun Yin Vincent
18888820,reiddraper,Reid Draper
92289190,jchochol,Jozef Chocholacek
365443299,sachinjain024,Sachin Jain
4734335309,piekut_marcin,Marcin Piekut
37763456,avanmostafa,ahmed
254294423,davidpellegatta,ominoingiallo
343947784,wwluk,Łukasz Wiśniewski
207632948,naim_sulemani,Naim Sulemani
1087796204728172549,GingerBread811,GingerBread
3043144816,gedeonix,Przemysław Sołtan
484981443,szabbaWithTwoBs,smth funny and relevant
4885330643,AndrejaSenk,Andreja Šenk
151010010,KrzysiekTarnaws,Krzysztof Tarnawski
177224419,cognicap,Cognicap
588952708,LiadKaradi,LiadKaradi
267402038,SZLUUG,SZLUUG
2381855617,EME_Outlook,EME Outlook
90717059,atispor,Atila
47725447,videolectures,VideoLectures.NET
1947557725,pysiek321,Klaudiusz Litkowski
65551488,marqoz,Marek Najmajer
869953331560632320,yuriigorbylov,Yurii
357579981,PGrzywa,Przemek Grzywa 🇪🇺
1226849550,MikoajMokrzycki,Mikołaj Mokrzycki
1328561444,marinavoice1,I can
773864826,lorenzoglorenzo,Lorenzo Gabriele
142622101,cardinal0000,福太郎
715669054,MaciejCiolek,Maciej Ciołek
3341827647,dpdudek,Dariusz Dudek
16793168,markproctor,markproctor
3053455979,codepot_pl,Codepot
393232103,dlagnohed,Dan Lagnöhed
1034436540,matzbikowski,Mateusz Zbikowski
330317802,JamieDobson,Jamie Dobson
3167838207,crancran77,crancran
18003294,fcanedo,Francisco Canedo
13648282,tmszdmsk,Tomasz Adamski
1687699916,LukGolebiewski,Łukasz Gołębiewski
450380437,NiteAshCollapse,Natalya Chikina
16270041,poutsma,Arjen Poutsma
17843005,simenfur,Simen Fure Jørgensen
338707265,krishnansriram,Sriram Krishnan
2324185926,KaraldenUriel,Uriel Artholim
837640332,AntonKostenich,Anton Kostenich
1636320139,twyszomirski,Tomasz Wyszomirski
1162038725368582144,fita_mau,Mau da Fita
171459797,IT_Jam,IT_Jam
14173412,log_two,Lorenzo Gallucci
871039507818319873,viamage,Viamage
7357802,jensschumacher,Jens Schumacher
1330136610,dmaksylewicz,Dawid Maksylewicz
1579698073,j41manning,Jenny Manning
41437134,chrisastall,Chris Astall
2974828515,info_flexisoft,flexisoft
1161840631,CoSchedule,CoSchedule
88623137,fishmacs,Wei Zhao
15747158,benjaminkelly,benjaminkelly
2687518908,CgaBooster,Cga Booster
14698700,_solnic_,🤘🏻Piotr Solnica🤘🏻
74991835,WebSummit,Web Summit
1351633154,Cube189,Jakub Gmur
302008608,Michal_Turek,Michał Turek
1024512342283808773,DOROTHY55652156,DOROTHYPATRICE
381700593,maglkp,maglkp
4259334753,_gaskoin_,Michał Gazy
116411055,marektuchalski,Marek Tuchalski
24660693,bohdantrotsenko,Bohdan Trotsenko
220744436,lewandm4,Michael Lewandowski
311970596,scand1sk,Dr Scan
730825628220428288,tomatk1,Tom Atkins
151538699,OnQuality,CAST
2510835080,PremiumMinds,Premium Minds
273698237,shinz78,Sebastien Hinse
16272892,krvoje,krvoje
2359840280,scalaquiz,scala quiz bot
823676449,jmontroy90,John Montroy
134762044,kubem,jakub marchwicki
1172328104,railsgirls_krk,Rails Girls Krakow
449859334,lokeshdotp,Lokesh
16273226,snekyx,snekyx
1372082066,ScalaItaly,ScalaItaly
2930790305,rafalmakara,Rafal Makara
19139910,Qewbitz,.
1006129238,Dxthakur,Ganesh Thakur
180375721,herbert_boy,Andrea Bosoni
705712376,WojtekTrzcinski,Wojciech Trzciński
20753,tmacedo,Tiago Macedo
72896979,Anandccc,Anand
165696075,peterkchen,Peter K Chen
29905530,pearma,摸天花板的人
282088066,wildtiger0713,Atsuki Ito
1115706060,shinigamba,Fabián López
173560560,ogirardot,Olivier Girardot
1451774911,macpienk,Maciej Pieńkowski
2398114818,KernelCare,KernelCare
124277765,jtomasov,Juraj Tomasov
323507314,Atif_Navid,Atif Naveed
2296403107,beatamosor,Beata Mosór-Szyszka
1222886119462670336,skyter10086,skyter10086
3214955776,imanabu,Manabu Tokunaga
729562079108046848,NoSQL_Master,NoSQL master
2850051413,JazzDooIt,Roman
3164624246,Eilir2015,Eilir
902178449988648960,banksealer,Banksealer
14177696,marcelsalathe,Marcel Salathé
224941619,_polarix_,polarix
374363728,gaurhari1187,gaurhari
3993523816,bucharestscala,Bucharest Scala
883592926458204161,eanlr,eanlr
45111242,mavnn,Michael Newton
3304066743,ror6ax1,ror6ax
2363581464,devskiller,DevSkiller
517495068,DanSiepen,Dan Siepen 🇦🇺🚀💪😊
759784496,cameleeck,cameleeck
14178632,marcinbunsch,Marcin Bunsch
365975961,pianiel,Piotr Anielski
903895471,Rafal_Zelek,Rafał Zelek
1403017772,0felipeignaci0,00felipe.ignacio00
3494927175,SebastianAviz,sebastian aviz
487611237,Jony_yc,Jony Chen
261118874,jacek_spolnik,Jacek Spólnik
514874286,kamilkubacki,Kamil Kubacki
215506117,itsourcery,Michael André Pearce
3115343116,maximandrews,Maxim Andrews
905469228,c_neijenhuis,Christoph Neijenhuis
72375694,zoe_world7,z
757620158,RocketBerlin,Rocket Internet
219700716,andst4,Andrzej Stasiak
12082752,hugocf,Hugo Ferreira
400580238,M00N_Jumper,Chukov Olexandr
18898576,gschmutz,Guido Schmutz
95444678,RelativityHQ,Relativity
1330143079,czosnek7,Bartłomiej Potaczek
826126549552295937,krishna_hiringu,krishna kk
18898899,swanhtet1992,Swan Htet Aung
88629219,clojars,Clojars
600858688,paolocompieta,Paolo Compieta
961428010867023873,ben78paris,ŠìßėN
350249264,Carbaj0,Alejandro Carbajo
103309691,nid90,Nivedita
14180784,diegosevilla,Diego Sevilla Ruiz
2371904168,OlgaMKaminska,Olga Kaminska
863527651,lonetechie,Gustavo Garnica
1314941,elspad,Elisa Spadavecchia
18899857,celljuke,Selçuk Kiraz
145777757,aklikic,Alan Klikić
11035782,vdimauro,Vanessa DiMauro
2247648409,kamil_szczur,Kamil Szczur
18900234,VirtualPairProg,VirtualPairProg
361784739,true_droid,Alexei
36726193,tordr,Tord Romstad
72377877,alexkorotkikh,Alex Korotkikh
14706299,linuxfoundation,The Linux Foundation
4068763817,_luca_guerra_,Luca
22015522,fredriv,Fredrik Vraalsen
38823996,marcingadamer,Marcin Gadamer
700999766,IKeramidis,Ioannis Keramidis
2504026211,gem_0ne,gem
93874372,gz_k,Gaetan Zoritchak
228092128,matyashovskyy,vasyl
711018589352923136,jlhcoder,James Hood
140011809,Kmarupudi,Krishna
15231287,Gartner_inc,Gartner
292579642,CankiRodriguez,oRodríguez
625502537,tgrobel,Tomek Grobel
1446013284,LAFK_pl,Tomek Borek
2412800365,sandroGrzicic,Sandro Gržičić
1449159050,micmicaaaa,BigMax
868772239,SetScouter,Set Scouter
718866401830641664,sparklingnagesh,Nagesh Rao
2320525934,supryhan,Виталий Суприган
844130929,MarekBerkan,Marek Berkan
850422458,mitjafelicijan,Mitja Felicijan
54617916,usoghisa,anto
186674113,jonruttenberg,({[Jon Ruttenberg]})
760249595280527360,umatweep,uma
816735682265804801,xpugbologna,XPug Bologna
2149608536,HootsuiteDave,David Russell
882349152377593856,DispatchHTTP,Dispatch
185625731,marcosinigaglia,Marco Sinigaglia
545287337,Scout24Eng,Scout 24 Engineering
4342181063,VzhodnaSi,vzhodna.si
199257296,paotomeo,Paolo Tomeo
3321369149,ContainerBlog,Container Journal
90729860,sadkowsr,Rafał
866676108,efficiam,efficiam
177237415,SoeHokBiel,Adil D Ramdan
1414032841,Ol_Platt,Oliver Platt
14184020,AdamGatnar,Adam Gatnar
1110203386584940544,simple_s_dev,Simple Solution
808321298325590016,sivanvad,Sivanesan Vadivel
14184108,tehn00b,Panos Xynos
4888116511,Soundarcanadian,Soundar Canadian
404778706,gradzislaw,Radzisław Galler
542142393,florinpiersitch,Florin Piersici
4039143394,Call4Speaker,Call For Speakers
807566465058607104,GrupaXOR,Grupa XOR
51409026,ds0ul,Michael Oczak
81817893,ayushgp,Ayush Gupta
947147229277630464,otiog1,Dr. Otilia Gudana
52457814,christianvalver,christian valverde
1079538264,IgorKruk_pl,Igor Kruk
157315723,SerliFr,Serli
63992478,cmackenziek,Cristóbal Mackenzie
219706111,piotr_seefeld,Piotr B. Seefeld
437809949,NoorNashid,Noor Nashid
176190376,alexzhitnitsky,Alex Zhitnitsky
